age	view	sep.kpc	sigma	sigma.inf	sigma.sup	sigma.1	sigma.1.inf	sigma.1.sup	sigma.2	sigma.2.inf	sigma.2.sup	delta.t	M1	M1.e	M2	M2.e	z1	z1.e	z2	z2.e	sep.Mpc	M1p	M1p.lower	M1p.upper	M2p	M2p.lower	M2p.upper	z1p	z1p.lower	z1p.upper	z2p	z2p.lower	z2p.upper	d.proj.out	d.proj.out.lower	d.proj.out.upper	v.rad.obs.out	v.rad.obs.out.lower	v.rad.obs.out.upper	alpha.out	alpha.out.lower	alpha.out.upper	v.3d.obs.out	v.3d.obs.out.lower	v.3d.obs.out.upper	d.3d.out	d.3d.out.lower	d.3d.out.upper	v.3d.col.out	v.3d.col.out.lower	v.3d.col.out.upper	d.max.out	d.max.out.lower	d.max.out.upper	TSC0	TSC0.lower	TSC0.upper	TSC1	TSC1.lower	TSC1.upper	T.out	T.out.lower	T.out.upper	prob.out	prob.out.lower	prob.out.upper
0.0	z	2271.3338289999997	772.0379284	49.93113937	56.29299139	836.8353509	52.93561226	56.88860358	352.9615043	23.33597221	21.06786375	-1.04	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	2.271333829	603038668033116.2	545120561348180.5	664957314154274.9	60234911335260.89	54414269183378.9	66002178442629.055	0.05016535827274552	0.04661303421919549	0.0538159183992003	0.05010131663049641	0.046472080724274084	0.05379095981313805	2.2752295923203265	2.170776227413544	2.3807963345115106	333.7201050379606	107.27839281351564	673.5336133757895	41.97904587688268	18.228334153276933	63.01431255933501	641.4061648898082	224.01285073766434	1101.1510912554445	3.049927174582017	2.3966142939378545	5.033001214908657	2708.4001829952394	2551.350731202265	2859.5857476847955	4.819891487207382	2.9671464141897017	12.499057749558578	2.3630814663471282	1.4986055923016475	4.873578663500426	10.332215394036936	4.5879279437622165	54.042745719267415	13.82208887449741	6.881819846011078	57.11780951281131	0.42101604187288577	0.08655714435939812	0.7906895838227914
0.4	z	1831.557505	833.0361736000001	52.59914647	48.64382726	890.9972801000001	51.8350316	51.86295141	441.11706	25.33938483	26.98891513	-0.64	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	1.831557505	602795412623343.0	546197903586372.0	659084912579815.4	60135636044844.53	53983353359943.07	65819507687859.15	0.050134952946492936	0.046471565555608385	0.053871457264885854	0.050114792015060236	0.04660450733325998	0.05392957000058382	1.8331132598000228	1.7515328016519922	1.9213036809421387	369.6342535081098	111.7885219083853	708.1041324412149	43.177721428625986	19.05576314795306	65.75810150686442	644.1320368534468	232.03902504992743	1221.1445179435013	2.5348735039342816	1.9392435601678462	4.438002118428773	2647.8733756258143	2456.705449089416	2834.418921944207	4.010642846628799	2.3752221897805086	10.934098831874437	1.862862878882663	1.154765041907788	4.199436811733409	8.012344961697494	3.3531293974028156	41.290936852314566	10.503011036650932	5.059466247510851	46.18084382438794	0.4399202562072927	0.0936995844677116	0.8068662088394847
0.6	z	1414.548949	799.3672721	51.92243822	47.34722178	855.5012176000001	51.16581209	52.37954424	430.73530650000004	25.26406556	31.14413566	-0.44	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	1.414548949	600487516076685.2	540031457847906.9	666148561837283.0	60032578311745.57	53988007297446.79	65787563421379.33	0.0498676898984209	0.046225388006910006	0.053691244265344565	0.049952104830536276	0.046262564721191474	0.05370542630527566	1.4175966970821268	1.3524778363660377	1.4808791655152582	426.0168837505721	121.73867862804948	859.2419026308588	45.42675211219458	20.893035056497517	67.40384745510924	708.5949296937189	236.26151556696252	1381.9114311678993	2.0095091984032614	1.5253323517283155	3.6797603794555256	2599.0531789629395	2330.3894116153356	2806.96025366618	3.2630082164470346	1.8857733368394558	8.67739259876022	1.4126570235074598	0.8633257830846806	3.0587047737411965	5.972226765511683	2.458701648655262	30.265832441713123	7.830317256118706	3.870189152071973	32.979974306539084	0.4304104536078277	0.09294125903994588	0.8365454555585471
0.8	z	835.4953841	709.4420567000001	40.90633022	42.73083879	760.3293832	50.51761898	44.40243293	382.69700639999996	27.13376879	23.84599029	-0.24	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.8354953841	598753943717162.8	542821145587350.0	656598288007197.4	60317701229751.72	54167209769343.23	66127382514220.51	0.05004749237981099	0.04626907212422411	0.05378237461473745	0.05018396084604956	0.046377498872175044	0.053619408699173365	0.8337523630499868	0.7946350685094781	0.8749537449600566	539.7993051322517	138.6867999995526	1060.6618105600182	45.65213069487717	20.75834354730196	70.41010521720833	869.9624512578239	261.22401691383266	1647.6644196175325	1.1924275564837599	0.8927300928312312	2.533597311564193	2395.577229728975	1969.383176755841	2730.4107846984675	2.08589380489957	1.1321157558020967	5.463605565928427	0.8187846701824208	0.4845446330799415	1.7605821561316177	3.48143721574023	1.4855693975860582	14.698008013350536	4.407849168387508	2.314817384964126	16.842796124751	0.42826095386859253	0.11302108515507907	0.8147972342770649
1.0	z	137.31584569999998	689.8103477000001	41.79684481	46.40975949	723.9275867	41.92163124	43.16690967	521.5505038	30.26547052	31.89261123	-0.04	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.1373158457	602481814585587.2	543214824595572.75	662724659993699.4	59840656514367.28	54314822901493.12	65433427577314.94	0.04983283911658943	0.04585523392507679	0.053718945461439835	0.05007162701379583	0.045790827432616255	0.053933997114016516	0.1373909958471444	0.1309265001879757	0.14336942068696926	720.5142430454974	211.35958022127386	1550.9623649027897	48.350081208091794	22.207160904493694	74.31061907771253	1206.8707097927277	381.0697492663779	2154.5711176205155	0.20668588975657665	0.14805126699501658	0.5151916685237825	1620.6580140571996	859.0443929588707	2470.728713198615	0.7427501119971502	0.276015802108795	2.4550413467237604	0.20295870977801184	0.08840783799994761	0.4480132214941623	1.5061807612478395	0.7881683781200434	4.8307055562334416	1.7140772660664616	1.0839540551199953	5.160311982716042	0.22599231750532642	0.05158876338519542	0.6607568424588641
1.02	z	65.65819467	693.12883	42.04244212	41.12831125	721.0931168999999	42.37779361	42.87157067	561.9830782	35.02940906	32.86645186	-0.02	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.06565819467	604482720233987.8	544176853923055.2	661731925306977.6	59545443764547.68	54157944765664.64	65860472319557.4	0.04982861897906926	0.04580313957693526	0.05387002613076766	0.05029224285158029	0.04607211382316599	0.05453518736237155	0.06591737463334865	0.06295654077614204	0.06898040942311534	772.2022781657148	181.2375823520566	1632.441771524669	51.83350326729136	24.308789048631073	76.46994864474664	1190.718686935041	355.0635989805603	2271.0475114987576	0.10648672494160234	0.07217977663733596	0.27822764181904225	1499.7014649296625	643.7690078544174	2433.594653824402	0.633354718331901	0.18935782105443558	2.175976389276599	0.11388413491435893	0.0441824667044286	0.34369402805840293	1.4876385635672476	0.7271539694348116	4.349457164861193	1.6269861323258383	0.9784665197488724	4.819518310286261	0.13982189113263932	0.02487854533624249	0.5894379845299043
1.04	z	43.6721602	698.4277900000001	50.32199958	46.99040776	718.2155502999999	42.2231847	40.04124369	610.973748	34.05254873	39.44204395	0.0	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.0436721602	601169790160935.0	543229989026783.94	659502365182514.2	59960702260156.89	53668832863531.766	66138708847792.914	0.05007713982959741	0.04588991382930258	0.05392747229545359	0.049934840997017504	0.04572378257527304	0.05397591310086489	0.043649436880775355	0.041537912737491196	0.04568204013823205	751.4416706188056	220.13546842972158	1587.9342459173695	52.13526888098324	22.887855885837244	77.51932889787267	1175.041958149723	423.26555953621687	2233.710271909873	0.07172365565448835	0.04732092711363218	0.19457921737247658	1385.3425390024415	638.3837072739776	2358.6224467282254	0.5608798743576566	0.1897644962271178	1.947500981917601	0.07820566559301147	0.030033544718519378	0.26470424868360376	1.358248845801161	0.7651507860013955	3.9273536761450805	1.4826594214295694	0.9637676369517153	4.018333481933485	0.1053103890754885	0.01863457789262735	0.4414443876361169
1.06	z	107.9988445	705.8778168	43.27621512	42.84510832	715.7148291	48.36148857	44.20698346	668.1599504	41.55461702	38.38762622	0.02	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.1079988445	598009987380818.5	537569628075513.1	657952462911208.8	60177447333854.086	54210698323968.97	66581171951361.02	0.0501032517855005	0.0461540165396115	0.05410967491475448	0.05009517913626341	0.04625942609817925	0.053923280832719536	0.10813220972150825	0.1029550827826917	0.11346888499512889	728.892740024312	187.08074123365023	1547.7901242541607	50.93015415768331	22.599843292311636	74.85357431853494	1163.4759675392424	366.34176422415607	2191.815461934427	0.1722686146854832	0.11712700987540256	0.4123463142132313	1550.6801818993306	781.4289797120484	2425.386717671025	0.6905631105346242	0.24129997895311378	2.179479369113331	0.16714126695685277	0.07134061181794127	0.41458879226275513	1.4538852023083972	0.7475607254960113	4.538674655106679	1.6561606628651244	1.044828015558918	4.615450372906603	0.2079843854088298	0.04203918409747091	0.6798435243069991
1.08	z	178.6722123	717.2431015999999	42.37924215	47.12680561	715.2734959	42.72447684	43.11257444	731.6699756	42.85050222	48.27464019	0.04	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.1786722123	597444906468240.1	540545561990689.1	656744973869161.9	59619226013979.375	54093417287064.73	65685750223455.64	0.049977373743895305	0.04600392759554363	0.05377284499866355	0.04999514200041871	0.04639358241098864	0.05388147078464027	0.17882621829875436	0.17082238766338337	0.1867693710580104	695.6428803567399	198.56728974090512	1472.9104151482313	48.78723804890258	22.02908604704981	74.07921177309507	1134.0249525114746	393.5735659923664	2082.4928288281	0.2712962138441664	0.19428017033794223	0.6505957356044966	1705.2003865306385	1019.6586319072574	2493.8444647369756	0.8195038182234823	0.3580729064229735	2.4309045977709527	0.24400631786863672	0.11258517572016115	0.5292780538226391	1.5345905923368612	0.8407619393582395	4.948515718353061	1.8565518339145237	1.1905746742824141	5.491554799562543	0.27120099515158635	0.05903662229943844	0.7015614453879481
1.1	z	253.9701952	728.7393555	46.05318678	49.50318492	710.5000596	40.38108796	41.68255514	806.9970846	50.75824142	47.58363449	0.06	600000000000000.0	60000000000000.0	60000000000000.0	6000000000000.0	0.05	0.005	0.05	0.005	0.25397019519999997	599473111803939.0	544441391716098.25	658078826484445.1	60017969364906.984	53979191163798.75	65700085306198.14	0.0495817692341692	0.04603232897728151	0.05385926478289438	0.04965388070131177	0.045873338153682136	0.053883447082350495	0.25394323285420944	0.24258796786677334	0.2648820680522542	658.0275056301866	174.15551785908258	1423.1581916319778	50.92908139765805	22.653420331375976	75.36426599961197	1108.6136468175869	313.98006606133276	2014.897542518633	0.4067563696886878	0.2755306537632881	1.0033808318953739	1863.8763144767886	1168.9645996499037	2538.343565252915	0.9844847147158019	0.44076728898895856	2.9060640982873727	0.3488013228031105	0.1637972309291127	0.7120184267167009	1.74608880212061	0.8244542344545802	6.123891193330909	2.1094095569303093	1.2696662226932702	6.84406400719263	0.33958163520833606	0.07843735308810847	0.7924441268512552
