age	view	sep.kpc	sigma	sigma.inf	sigma.sup	sigma.1	sigma.1.inf	sigma.1.sup	sigma.2	sigma.2.inf	sigma.2.sup	delta.t	M1	M1.e	M2	M2.e	z1	z1.e	z2	z2.e	sep.Mpc	M1p	M1p.lower	M1p.upper	M2p	M2p.lower	M2p.upper	z1p	z1p.lower	z1p.upper	z2p	z2p.lower	z2p.upper	d.proj.out	d.proj.out.lower	d.proj.out.upper	v.rad.obs.out	v.rad.obs.out.lower	v.rad.obs.out.upper	alpha.out	alpha.out.lower	alpha.out.upper	v.3d.obs.out	v.3d.obs.out.lower	v.3d.obs.out.upper	d.3d.out	d.3d.out.lower	d.3d.out.upper	v.3d.col.out	v.3d.col.out.lower	v.3d.col.out.upper	d.max.out	d.max.out.lower	d.max.out.upper	TSC0	TSC0.lower	TSC0.upper	TSC1	TSC1.lower	TSC1.upper	T.out	T.out.lower	T.out.upper	prob.out	prob.out.lower	prob.out.upper
0.0	z	2631.245802	715.5332371000001	43.03716932	40.84990519	801.6815834	46.20483028	50.54467469	504.10689339999993	29.99987205	31.51382188	-1.2	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	2.631245802	598430777482088.5	540710444623014.4	657685568404645.9	201078165170533.78	179770287068964.56	220010989899921.78	0.0499550695291498	0.04642785744141891	0.053531353276714516	0.049980750471823654	0.046223763716851864	0.05374764221750315	2.629495254773189	2.5081318979504283	2.7547514721724005	363.8920594857846	109.50318493035655	680.9013042039461	42.248911856402984	19.498431846646554	63.46696907437783	633.0612143087601	221.7367898178791	1116.3852574958012	3.5305489090394517	2.8041750310171754	5.888022195525432	2755.7711432117435	2601.1272321001775	2910.2686057909095	5.626037869453301	3.3536301057075333	14.509674920273795	2.791543548161339	1.7369464275865216	5.568178170974571	11.954281542224132	4.699398088958927	60.445793990808355	15.990310163364544	7.607893786062373	63.89476206277353	0.3951644925298614	0.08726692884637792	0.8013344131580421
0.4	z	1977.08605	678.4795454	43.29585768	40.0192045	759.1403163	41.63026797	43.39945799	484.8173006	28.22834297	27.9403555	-0.8	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	1.97708605	602328018621587.2	542980353164184.1	659776442956695.6	199410332046742.7	178514870038594.28	219541215625744.66	0.05000457787255964	0.046473353223429964	0.053674643561724335	0.04999604902599111	0.04648773074994031	0.05364999121942418	1.9806938282461068	1.8819145599428686	2.0662687685628915	407.56665671448604	116.89837074770287	800.9106565778472	43.697957164383574	19.991120851177907	66.38563019062752	713.7957282248551	232.39767542064212	1282.3593646394547	2.7453730028258567	2.115892441609826	4.974052508186478	2714.63133413767	2487.29817773608	2885.5372735998253	4.415613953851057	2.6047144075169744	12.674379885076572	1.947072475544748	1.1817882650697284	4.213342535056063	8.781372718496865	3.359316160767881	49.64484127904936	11.129531003999418	5.318824575285942	52.731526915647876	0.42532530587348866	0.07325645304953825	0.8146736506795997
0.6	z	1679.687041	721.9025482000001	43.03235774	45.37016256	794.7054544	46.00526688	46.60257412	557.0416106	35.70113731	31.11862706	-0.6	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	1.679687041	604793594528816.2	547066102920304.1	664028730722779.2	199690760218410.25	180430354347256.22	218453004783723.6	0.05015716228823831	0.046413101873273986	0.053841367600143464	0.04990519767137815	0.04643472476047723	0.05370812471171478	1.6750131300654054	1.5950997933491355	1.747036681270769	425.67642022433006	124.73961531706581	857.8062429103857	43.26267163943085	19.25789771658482	67.13731597277243	755.0920379730198	277.3919802085666	1367.903662656658	2.297895948045433	1.7782166649346798	4.2685481828995755	2639.9754030325566	2383.896130576222	2875.308056504402	3.7343228016370533	2.1843767714058413	10.242084018888495	1.558260892201151	0.9953553595501796	3.432767357369078	6.664264121087449	2.7118144364310606	35.29851570199979	8.752201716419995	4.246783092109522	37.537833005637225	0.4252199283172413	0.09294461961697688	0.8097687693276947
0.8	z	1200.403758	738.7909534	41.992065999999994	44.610975399999994	790.8741977999999	53.120071900000006	46.93587389	630.0394135	40.02122348	40.23397603	-0.4	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	1.200403758	599933177487759.8	540124292816966.7	659867540857176.8	200625072882258.72	181366097169473.12	218706267980898.06	0.04995703058770644	0.04619787009444438	0.05343750132664731	0.04998745321498659	0.046246753783895186	0.0536629089101303	1.1949143353156364	1.1433642151523045	1.253838665307887	517.0054816215163	161.86226469574402	1005.3061836370472	43.76119472946412	19.784678023189144	67.9294278116853	886.067231470161	329.68660152184134	1622.248097210747	1.666783030641838	1.2797576695651718	3.174646467978051	2537.6750023479326	2157.729734288051	2824.9220301443734	2.878837525534141	1.581626776873486	8.059395018345976	1.0884855912413438	0.6630535510802525	2.319366106261544	4.869450238029243	1.92329663210043	24.1006169244147	6.283669095203646	2.998106763900674	26.423372882226545	0.4155508872482119	0.08805081906951753	0.7963549323164124
1.0	z	707.8071654	689.3811187000001	40.74860691	47.03306092	715.0351079	40.9655099	47.39105489	641.7489901	43.27413398	36.52823466	-0.2	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.7078071654000001	604814179441676.8	548929895717062.75	661985752239231.5	198804594016195.88	179263323399517.16	220776191479477.25	0.04976032527516762	0.04593844329802679	0.05373808948542984	0.04995415242193495	0.0460131365377322	0.053556036723464075	0.709838579162885	0.6749252119464164	0.7417490746611376	565.2211872178166	141.67497617724842	1179.0487521034793	46.58437471980947	21.023109284552667	70.52659770454885	981.7778911141154	277.4257074954422	1869.259877198067	1.034383606524809	0.7572635328536323	2.1110656356356063	2289.3074538367605	1740.6063165705973	2751.700069411762	1.8860872830642574	0.9958895664361375	5.210597038246514	0.7194520307706507	0.3939064466316155	1.46492447775602	2.8017278482745325	1.3516639647702278	12.497621339783056	3.648378450439947	2.1086670292269347	13.953112957040641	0.41637176554277555	0.09968600292762451	0.8369544442387619
1.1	z	390.1324441	714.5676708999999	49.79449015	48.56464574	738.5562275000001	45.21152958	44.27836332	671.7689217	41.16308625	42.47555055	-0.1	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.3901324441	599945757097265.9	545226077914109.56	660553038588837.2	200029973193587.06	180063776389359.7	218650076422588.62	0.04992162759815697	0.04641388860981231	0.05384396385486855	0.049900503009271596	0.0457919282685871	0.05371850050508394	0.3906796010163772	0.3739637587297627	0.4089094572573316	633.0929198770905	197.5390871150661	1380.2168775744606	47.86941709397175	19.59049412677434	73.61693954953313	1093.2397338858623	348.3269059532468	2124.006506929727	0.5825962260256499	0.4177065713349075	1.3806962599684116	2056.9375882567388	1362.4229183688817	2652.5455198477794	1.4023501173382686	0.6503316914393273	3.8903819601703153	0.4481883084493351	0.21654747873029312	0.9525511874130679	2.222391755545842	1.1302055889822582	7.841712702116123	2.8114154781250766	1.6869260661895566	9.411017863176301	0.35244601646464746	0.08905518784009789	0.7672070707369455
1.12	z	316.2534881	727.1009649	42.90901532	45.67547106	749.9159437999999	42.95018369	47.76857269	687.2828287000001	42.02626964	44.10233907	-0.08	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.3162534881	602934164028984.1	542281957321322.0	662509263544629.0	199067569810341.38	179698406550157.7	220459560977708.56	0.04997832908168695	0.04610123686596089	0.0540598919879533	0.0502144622974725	0.04633345731933449	0.05405395186398383	0.3166926921983406	0.30239751491911554	0.3319865697322407	673.9021061876583	184.68130472066764	1453.515217135029	49.42433843754458	21.72988339498852	73.92001499037275	1143.2142966202073	340.80165496793677	2105.9711860654693	0.491008366786456	0.3409479887550626	1.1373806686177066	1928.743894398823	1200.6255596354072	2629.105455660655	1.2189686771820467	0.5393111333820473	3.482991423586383	0.3952943218320061	0.1931334206007562	0.7901199050623764	1.9783212966011812	1.0069790395556144	7.413379408405604	2.469790896418007	1.5178354260805698	7.969516788082219	0.3372747923020011	0.07045697764478664	0.7931957376963406
1.14	z	247.7078962	741.6987591	46.75597184	46.95963764	762.6570502000001	43.98687046	44.37430682	705.5954636	42.14267525	42.99425792	-0.06	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.2477078962	606365934041255.8	547236354741381.44	665694498282093.4	199726851282911.62	178365261636512.03	220284283227497.53	0.049969233482529476	0.04628462698472847	0.053815996265352585	0.04986679394235248	0.04637861838583737	0.05394728001330587	0.24794845987380848	0.23622315470591237	0.26005475847327897	732.4064314049169	200.07959281438573	1526.9207849614188	51.70442938809471	20.85168264865554	74.98254053829442	1228.700253943569	366.7519693923482	2154.620148064415	0.39881636204344084	0.2660400492294508	0.9648457190086341	1868.4410011926507	1141.6708478753742	2618.64065611001	1.129128861930003	0.4927095513051462	3.265846339784293	0.31963034423587233	0.1459355803855024	0.7002865627758397	1.9262071409075032	1.0021147500764807	6.570687299203431	2.3100785983112893	1.453358133076762	7.3005385063052906	0.2769908770625382	0.06612003821313561	0.7367309947992228
1.16	z	167.76692219999998	758.4379248	44.22819542	50.08814926	776.8290393999999	46.6706044	50.70712596	728.6142365000001	40.33900721	50.03583529	-0.04	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.1677669222	597159179531100.4	536565606917007.7	660242169384582.4	199651486441346.06	179659835684068.38	220188099035846.94	0.050001818981812336	0.04578445360462159	0.05396925929945682	0.04989100877002976	0.04575915124252848	0.0536739430173345	0.16781459424886427	0.16076533369420998	0.17538684287013143	710.9878107936481	216.036348699131	1471.054909103259	52.13754901386798	22.793267609204253	74.6204865608165	1191.4985879655496	365.0801147903952	2129.537723837875	0.2723003408603011	0.18414791760067659	0.635658140493409	1646.481124883784	916.1266860967519	2450.4084043306116	0.8905966106892637	0.3665913184520151	2.3578598763022898	0.2557777573872482	0.10490950748693142	0.5494939097528897	1.7249631058285648	0.9281361378906706	4.133717284889993	2.01599698106983	1.3271319470883793	4.45746995376266	0.2634392483286843	0.06155701218810792	0.6898457122606263
1.18	z	83.63841523	774.7287102000001	41.00708847	49.19086445	794.8745221	46.75023872	48.48973074	741.4494031	46.66016257	50.36980747	-0.02	600000000000000.0	60000000000000.0	200000000000000.0	20000000000000.0	0.05	0.005	0.05	0.005	0.08363841522999999	602008345543652.8	537652875242859.06	660396375463266.4	198236397632011.8	179846948288007.75	218248403598068.44	0.05004884888902034	0.04599228127961028	0.05367813339719785	0.04980417660988738	0.04590006097224371	0.05399865765661242	0.08378337045974277	0.08007069740085047	0.08767118948760787	756.4811716084882	215.77511606129522	1639.0420111662029	49.8321448012886	21.533826496421117	75.82806303397284	1270.9070646563532	366.63111697091597	2338.2339659675004	0.12908785347856233	0.09078822346332795	0.34035616067996033	1543.1453700624375	676.1756933201355	2483.05431357535	0.7964488436849329	0.2421325320959017	2.532613206486449	0.13301983488508762	0.051962376107187694	0.41137060212318277	1.7286538395639561	0.9025866704958125	4.8375353592749235	1.9146428880259139	1.1886975025722295	5.094477699480616	0.14162454890995468	0.0257181034198342	0.5888190754465469
